,BATCH,source_name,tissue,age,treatment,genotype,lab,age,health state,cell_type,tissue_type,provider,sex
DRX020507,,,,,,,,,,C2C12,,,
DRX020604,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020605,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020606,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020607,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020608,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020609,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020610,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020611,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020612,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020613,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020614,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020615,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX020616,,,cervix,31,,,,31,,TC-YIK,cervix,Yukio Nakamura (RIKEN BRC),female
DRX021043,,,,,,,,,,K562,,,
DRX021044,,,,,,,,,,K562,,,
DRX021045,,,,,,,,,,K562,,,
DRX021046,,,,,,,,,,K562,,,
DRX021047,,,,,,,,,,K562,,,
DRX021048,,,,,,,,,,K562,,,
DRX021049,,,,,,,,,,K562,,,
DRX021050,,,,,,,,,,K562,,,
DRX021081,,,,,,,,,,C2C12,,,
DRX021082,,,,,,,,,,C2C12,,,
DRX021083,,,,,,,,,,C2C12,,,
DRX021084,,,,,,,,,,C2C12,,,
DRX021195,,,,,,,,,,,head,,
DRX021196,,,,,,,,,,,limb bud,,
DRX021197,,,,,,,,,,,head,,
DRX021198,,,,,,,,,,,limb bud,,
DRX021199,,,,,,,,,,,head,,
DRX021200,,,,,,,,,,,limb bud,,
DRX021201,,,,,,,,,,,head,,
DRX021202,,,,,,,,,,,limb bud,,
DRX021253,,,,,,,,,,HeLa,,,
DRX021254,,,,,,,,,,HeLa,,,
DRX021452,,,,68,,,,68,,,the endothelium of blood vessels,"Brain Attack Center, Ota Memorial Hospital (Hiroshima, Japan), UT_RCAST",female
DRX021453,,,,68,,,,68,,,the endothelium of blood vessels,"Brain Attack Center, Ota Memorial Hospital (Hiroshima, Japan), UT_RCAST",female
DRX021454,,,,68,,,,68,,,the endothelium of blood vessels,"Brain Attack Center, Ota Memorial Hospital (Hiroshima, Japan), UT_RCAST",female
DRX021698,,,,,,,,,,,,,
DRX021699,,,,,,,,,,,,,
DRX021701,,,,,,,,,,,,,
DRX021702,,,,,,,,,,,,,
DRX021704,,,,,,,,,,,,,
DRX021705,,,,,,,,,,,,,
DRX021706,,,,,,,,,,,,,
DRX021708,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021709,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021710,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021711,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021712,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021713,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021714,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021715,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021716,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021717,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021718,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX021719,,,,12 weeks,,,,12 weeks,,,adult bone marrow,,female
DRX022348,,,,,,,,,,HEK293T,,,
DRX022349,,,,,,,,,,HEK293T,,,
DRX022350,,,,,,,,,,HEK293T,,,
DRX022351,,,,,,,,,,HEK293T,,,
DRX022352,,,,,,,,,,HEK293T,,,
DRX022353,,,,,,,,,,HEK293T,,,
DRX022354,,,,,,,,,,HEK293T,,,
DRX022355,,,,,,,,,,HEK293T,,,
DRX022356,,,,,,,,,,HEK293T,,,
DRX022357,,,,,,,,,,HEK293T,,,
DRX022358,,,,,,,,,,HEK293T,,,
DRX022359,,,,,,,,,,HEK293T,,,
DRX022426,,,,,,,,,,,,,
DRX022427,,,,,,,,,,,,,
DRX022428,,,,,,,,,,,,,
DRX022433,,,,,,,,,,,,,female
DRX022434,,,,,,,,,,,,,female
DRX022435,,,,,,,,,,,,,female
DRX028013,,,,13-weeks-old,,,,13-weeks-old,,,Whole brain,,
DRX028014,,,,13-weeks-old,,,,13-weeks-old,,,Whole brain,,
DRX028563,,,,,,,,,,,,,
DRX028564,,,,,,,,,,,,,
DRX028565,,,,,,,,,,,,,
DRX028566,,,,,,,,,,,,,
DRX028567,,,,,,,,,,,,,
DRX028568,,,,,,,,,,,,,
DRX028569,,,,,,,,,,,,,
DRX028570,,,,,,,,,,,,,
DRX028571,,,,,,,,,,,,,
DRX028572,,,,,,,,,,,,,
DRX028573,,,,,,,,,,,,,
DRX028574,,,,,,,,,,,,,
DRX028575,,,,,,,,,,,,,
DRX028576,,,,,,,,,,,,,
DRX028577,,,,,,,,,,,,,
DRX028578,,,,,,,,,,,,,
DRX030662,,,,,,,,,,EB3-derived,,,
DRX030663,,,,,,,,,,EB3-derived,,,
DRX030664,,,,,,,,,,EB3,,,
DRX030665,,,,,,,,,,EB3-derived,,,
DRX030666,,,,,,,,,,EB3-derived,,,
DRX030668,,,,,,,,,,EB3-derived,,,
DRX033100,,,,,,,,,,,,,female
DRX033101,,,,,,,,,,,,,female
DRX033102,,,,,,,,,,,,,female
DRX033103,,,,,,,,,,,,,female
DRX033104,,,,,,,,,,,,,male
DRX033105,,,,,,,,,,,,,male
DRX033106,,,,,,,,,,,,,male
DRX033107,,,,,,,,,,,,,male
DRX033349,,,,,,wildtype,,,,,liver,,
DRX033350,,,,,,wildtype,,,,,liver,,
DRX033351,,,,,,wildtype,,,,,liver,,
DRX033352,,,,,,wildtype,,,,,liver,,
DRX033353,,,,,,wildtype,,,,,bone marrow,,
DRX033354,,,,,,wildtype,,,,,bone marrow,,
DRX033355,,,,,,wildtype,,,,,bone marrow,,
DRX033356,,,,,,wildtype,,,,,bone marrow,,
DRX033357,,,,,,,,,,,,,
DRX033358,,,,,,,,,,,,,
DRX033359,,,,,,,,,,,,,
DRX033360,,,,,,,,,,,,,
DRX033361,,,,,,,,,,,,,
DRX033362,,,,,,,,,,,,,
DRX033363,,,,,,,,,,,,,
DRX033364,,,,,,,,,,,,,
DRX036213,,,,,,,,,,,,,
DRX036214,,,,,,,,,,,,,
DRX036221,,,,,,,,,,,,,
DRX036222,,,,,,,,,,,,,
DRX036223,,,,,,,,,,,,,
DRX036224,,,,,,,,,,,,,
DRX036225,,,,,,,,,,,,,
DRX036226,,,,,,,,,,,,,
DRX036227,,,,,,,,,,,,,
DRX036228,,,,,,,,,,,,,
DRX036572,,,,8 weeks,,,,8 weeks,,,Bone marroe derived macrophages,,male
DRX036573,,,,9 weeks,,,,9 weeks,,,Bone marroe derived macrophages,,male
DRX036574,,,,8 weeks,,,,8 weeks,,,Bone marroe derived macrophages,,male
DRX036575,,,,9 weeks,,,,9 weeks,,,Bone marroe derived macrophages,,male
DRX036576,,,,8 weeks,,,,8 weeks,,,Bone marroe derived macrophages,,male
DRX036577,,,,9 weeks,,,,9 weeks,,,Bone marroe derived macrophages,,male
DRX040355,,,,,,,,,,HeLa,,,
DRX040792,,,,,,,,,,EB5,,,
DRX040793,,,,,,,,,,EB5,,,
DRX040794,,,,,,,,,,EB5,,,
DRX040795,,,,,,,,,,EB5,,,
DRX040796,,,,,,,,,,EB5,,,
DRX040799,,,,,,,,,,EB5,,,
DRX040800,,,,,,,,,,EB5,,,
DRX040801,,,,,,,,,,EB5,,,
DRX040802,,,,,,,,,,EB5,,,
DRX041639,,,,,,,,,,K562,,ATCC,
DRX041640,,,,,,,,,,K562,,ATCC,
DRX041641,,,,,,,,,,K562,,ATCC,
DRX041642,,,,,,,,,,K562,,ATCC,
DRX042312,,,,,,,,,,NIH3T3,,,
DRX042313,,,,,,,,,,NIH3T3,,,
DRX043654,,,,,,,,,,,,,
DRX043655,,,,,,,,,,,,,
DRX043656,,,,,,,,,,,,,
DRX043728,,,,postnatal day P56,,,,postnatal day P56,,,visual cortex,,
DRX043729,,,,postnatal day P56,,,,postnatal day P56,,,visual cortex,,
DRX043730,,,,postnatal day P56,,,,postnatal day P56,,,visual cortex,,
DRX043800,,,,postnatal day 1,,XY,,postnatal day 1,,,testis,,
DRX043801,,,,postnatal day 1,,XX/Sry,,postnatal day 1,,,testis,,
DRX043802,,,,postnatal day 21,,XY,,postnatal day 21,,,testis,,
DRX043803,,,,postnatal day 21,,XX/Sry,,postnatal day 21,,,testis,,
DRX043804,,,,postnatal day 1,,XY,,postnatal day 1,,,testis,,
DRX043805,,,,postnatal day 1,,XX/Sry,,postnatal day 1,,,testis,,
DRX043806,,,,postnatal day 21,,XY,,postnatal day 21,,,testis,,
DRX043807,,,,postnatal day 21,,XX/Sry,,postnatal day 21,,,testis,,
DRX043808,,,,postnatal day 1,,XY,,postnatal day 1,,,testis,,
DRX043809,,,,postnatal day 1,,XX/Sry,,postnatal day 1,,,testis,,
DRX043810,,,,postnatal day 21,,XY,,postnatal day 21,,,testis,,
DRX043811,,,,postnatal day 21,,XX/Sry,,postnatal day 21,,,testis,,
DRX045217,,,,,,,,,,,bone marrow,,
DRX045218,,,,,,,,,,,bone marrow,,
DRX045219,,,,,,,,,,,bone marrow,,
DRX045220,,,,,,,,,,,bone marrow,,
DRX045221,,,,,,,,,,,bone marrow,,
DRX045222,,,,,,,,,,,bone marrow,,
DRX046372,,,,,,,,,,E14TG2a,,,
DRX046374,,,,,,,,,,,,,
DRX046376,,,,,,,,,,,,,
DRX046377,,,,,,,,,,,,,
DRX048490,,,,,,,,,,IMR-90,lung,ATCC,
DRX048491,,,,,,,,,,IMR-90,lung,ATCC,
DRX048492,,,,,,,,,,IMR-90,lung,ATCC,
DRX048494,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048495,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048496,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048497,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048498,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048499,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048500,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048501,,,,30,,,,30,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048502,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048504,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048505,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048506,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048507,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048508,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048509,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048510,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048511,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048512,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048513,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048515,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048516,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048517,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048518,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048519,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048520,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048521,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048522,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048523,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048524,,,,new born,,,,new born,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048525,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048526,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048527,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048528,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048529,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048530,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048531,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048532,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048533,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048534,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048535,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048536,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048537,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048538,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048539,,,,40,,,,40,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048540,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048541,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048542,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048544,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX048545,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048546,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048547,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048548,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048549,,,,36,,,,36,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX048904,,,,,,,,,,,,,
DRX048905,,,,,,,,,,,,,
DRX049158,,,,,,,,,,K562,,,
DRX049159,,,,,,,,,,K562,,,
DRX049160,,,,,,,,,,K562,,,
DRX049161,,,,,,,,,,K562,,,
DRX049726,,,,,,,,,,hSMC,,,
DRX049728,,,,,,,,,,Hela,,,
DRX049730,,,,,,,,,,Hela,,,
DRX049733,,,,,,,,,,HeLa,,,
DRX049734,,,,,,,,,,,,,
DRX051429,,,,,,,,,,DLD-1,,,
DRX051430,,,,,,,,,,DLD-1,,,
DRX051927,,,,,,,,,,,bone marrow,,
DRX051928,,,,,,,,,,,bone marrow,,
DRX051929,,,,,,,,,,,bone marrow,,
DRX051930,,,,,,,,,,,bone marrow,,
DRX051931,,,,,,,,,,,bone marrow,,
DRX051932,,,,,,,,,,,bone marrow,,
DRX053276,,,,,,,,,,,,,
DRX053277,,,,,,,,,,,,,
DRX053278,,,,,,,,,,,,,
DRX053279,,,,,,,,,,,,,
DRX053280,,,,,,,,,,,,,
DRX053281,,,,,,,,,,,,,
DRX056681,,,,,,,,,,,,,
DRX056682,,,,,,,,,,,,,
DRX056683,,,,,,,,,,,,,
DRX056684,,,,,,,,,,,,,
DRX056685,,,,,,,,,,,,,
DRX059643,,,,,,,,,,,,,
DRX059644,,,,,,,,,,,,,
DRX059645,,,,,,,,,,,,,
DRX059646,,,,,,,,,,,,,
DRX059647,,,,,,,,,,,,,
DRX059648,,,,,,,,,,,,,
DRX059649,,,,,,,,,,,,,
DRX059650,,,,,,,,,,,,,
DRX059812,,,,,,,,,,MM.1S,,,
DRX059813,,,,,,,,,,MM.1S,,,
DRX059814,,,,,,,,,,MM.1S,,,
DRX059815,,,,,,,,,,MM.1S,,,
DRX059816,,,,,,,,,,,,,
DRX059817,,,,,,,,,,,,,
DRX059818,,,,,,,,,,,,,
DRX059819,,,,,,,,,,,,,
DRX059820,,,,,,,,,,,,,
DRX059821,,,,,,,,,,,,,
DRX059822,,,,,,,,,,,,,
DRX059823,,,,,,,,,,,,,
DRX059824,,,,,,,,,,,,,
DRX059825,,,,,,,,,,,,,
DRX059826,,,,,,,,,,,,,
DRX059827,,,,,,,,,,,,,
DRX059828,,,,,,,,,,,,,
DRX059829,,,,,,,,,,,,,
DRX059830,,,,,,,,,,,,,
DRX059831,,,,,,,,,,,,,
DRX059832,,,,,,,,,,,,,
DRX059833,,,,,,,,,,,,,
DRX059834,,,,,,,,,,,,,
DRX059835,,,,,,,,,,,,,
DRX059836,,,,,,,,,,,,,
DRX059837,,,,,,,,,,,,,
DRX059838,,,,,,,,,,,,,
DRX059839,,,,,,,,,,,,,
DRX059840,,,,,,,,,,,,,
DRX059841,,,,,,,,,,,,,
DRX059842,,,,,,,,,,,,,
DRX059843,,,,,,,,,,,,,
DRX059844,,,,,,,,,,,,,
DRX059845,,,,,,,,,,,,,
DRX059846,,,,,,,,,,,,,
DRX059847,,,,,,,,,,,,,
DRX059848,,,,,,,,,,,,,
DRX059849,,,,,,,,,,,,,
DRX059850,,,,,,,,,,,,,
DRX059851,,,,,,,,,,,,,
DRX059852,,,,,,,,,,,,,
DRX059853,,,,,,,,,,,,,
DRX059854,,,,,,,,,,,,,
DRX059855,,,,,,,,,,,,,
DRX059856,,,,,,,,,,,,,
DRX059857,,,,,,,,,,,,,
DRX059858,,,,,,,,,,,,,
DRX059859,,,,,,,,,,,,,
DRX059860,,,,,,,,,,,,,
DRX059861,,,,,,,,,,,,,
DRX059862,,,,,,,,,,,,,
DRX059863,,,,,,,,,,,,,
DRX059864,,,,,,,,,,,,,
DRX059865,,,,,,,,,,,,,
DRX059866,,,,,,,,,,,,,
DRX059867,,,,,,,,,,,,,
DRX059868,,,,,,,,,,,,,
DRX059869,,,,,,,,,,,,,
DRX059870,,,,,,,,,,,,,
DRX059871,,,,,,,,,,,,,
DRX059872,,,,,,,,,,,,,
DRX059873,,,,,,,,,,,,,
DRX059874,,,,,,,,,,,,,
DRX059875,,,,,,,,,,,,,
DRX059876,,,,,,,,,,,,,
DRX059877,,,,,,,,,,,,,
DRX059878,,,,,,,,,,,,,
DRX059879,,,,,,,,,,,,,
DRX059880,,,,,,,,,,,,,
DRX059881,,,,,,,,,,,,,
DRX059882,,,,,,,,,,,,,
DRX059883,,,,,,,,,,,,,
DRX059884,,,,,,,,,,,,,
DRX059885,,,,,,,,,,,,,
DRX059886,,,,,,,,,,,,,
DRX059887,,,,,,,,,,,,,
DRX059888,,,,,,,,,,,,,
DRX059889,,,,,,,,,,,,,
DRX059890,,,,,,,,,,,,,
DRX059891,,,,,,,,,,,,,
DRX059892,,,,,,,,,,,,,
DRX059893,,,,,,,,,,,,,
DRX059894,,,,,,,,,,,,,
DRX059895,,,,,,,,,,,,,
DRX059896,,,,,,,,,,,,,
DRX059897,,,,,,,,,,,,,
DRX059898,,,,,,,,,,,,,
DRX059899,,,,,,,,,,,,,
DRX059900,,,,,,,,,,,,,
DRX059901,,,,,,,,,,,,,
DRX059902,,,,,,,,,,,,,
DRX059903,,,,,,,,,,,,,
DRX059904,,,,,,,,,,,,,
DRX059905,,,,,,,,,,,,,
DRX059906,,,,,,,,,,,,,
DRX059907,,,,,,,,,,,,,
DRX059908,,,,,,,,,,,,,
DRX059909,,,,,,,,,,,,,
DRX059910,,,,,,,,,,,,,
DRX059911,,,,,,,,,,,,,
DRX059912,,,,,,,,,,,,,
DRX059913,,,,,,,,,,,,,
DRX059914,,,,,,,,,,,,,
DRX059915,,,,,,,,,,,,,
DRX059916,,,,,,,,,,,,,
DRX059917,,,,,,,,,,,,,
DRX059918,,,,,,,,,,,,,
DRX059919,,,,,,,,,,,,,
DRX059920,,,,,,,,,,,,,
DRX059921,,,,,,,,,,,,,
DRX059922,,,,,,,,,,,,,
DRX059923,,,,,,,,,,,,,
DRX059924,,,,,,,,,,,,,
DRX059925,,,,,,,,,,,,,
DRX059926,,,,,,,,,,,,,
DRX059927,,,,,,,,,,,,,
DRX059928,,,,,,,,,,,,,
DRX059929,,,,,,,,,,,,,
DRX059930,,,,,,,,,,,,,
DRX059931,,,,,,,,,,,,,
DRX059932,,,,,,,,,,,,,
DRX059933,,,,,,,,,,,,,
DRX059934,,,,,,,,,,,,,
DRX059935,,,,,,,,,,,,,
DRX059936,,,,,,,,,,,,,
DRX059937,,,,,,,,,,,,,
DRX059938,,,,,,,,,,,,,
DRX059939,,,,,,,,,,,,,
DRX059940,,,,,,,,,,,,,
DRX059941,,,,,,,,,,,,,
DRX059942,,,,,,,,,,,,,
DRX059943,,,,,,,,,,,,,
DRX059944,,,,,,,,,,,,,
DRX059945,,,,,,,,,,,,,
DRX059946,,,,,,,,,,,,,
DRX059947,,,,,,,,,,,,,
DRX059948,,,,,,,,,,,,,
DRX059949,,,,,,,,,,,,,
DRX059950,,,,,,,,,,,,,
DRX059951,,,,,,,,,,,,,
DRX059952,,,,,,,,,,,,,
DRX059953,,,,,,,,,,,,,
DRX059954,,,,,,,,,,,,,
DRX059955,,,,,,,,,,,,,
DRX059956,,,,,,,,,,,,,
DRX059957,,,,,,,,,,,,,
DRX059958,,,,,,,,,,,,,
DRX059959,,,,,,,,,,,,,
DRX059960,,,,,,,,,,,,,
DRX059961,,,,,,,,,,,,,
DRX059962,,,,,,,,,,,,,
DRX059963,,,,,,,,,,,,,
DRX059964,,,,,,,,,,,,,
DRX059965,,,,,,,,,,,,,
DRX059966,,,,,,,,,,,,,
DRX059967,,,,,,,,,,,,,
DRX059968,,,,,,,,,,,,,
DRX059969,,,,,,,,,,,,,
DRX059970,,,,,,,,,,,,,
DRX059971,,,,,,,,,,,,,
DRX059972,,,,,,,,,,,,,
DRX059973,,,,,,,,,,,,,
DRX059974,,,,,,,,,,,,,
DRX059975,,,,,,,,,,,,,
DRX061049,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061050,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061051,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061052,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061053,,,,10-weeks-old,,,,10-weeks-old,,,Whole brain,,
DRX061054,,,,10-weeks-old,,,,10-weeks-old,,,Whole brain,,
DRX061055,,,,10-weeks-old,,,,10-weeks-old,,,Whole brain,,
DRX061056,,,,10-weeks-old,,,,10-weeks-old,,,Whole brain,,
DRX061057,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061058,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061059,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX061060,,,,Embryonic day 14.5,,,,Embryonic day 14.5,,,Whole brain,,
DRX066941,,,,,,,,,,Hela,,,
DRX066942,,,,,,,,,,Hela,,,
DRX066943,,,,,,,,,,Hela,,,
DRX066944,,,,,,,,,,Hela,,,
DRX066945,,,,,,,,,,Hela,,,
DRX066946,,,,,,,,,,Hela,,,
DRX066947,,,,,,,,,,Hela,,,
DRX066948,,,,,,,,,,Hela,,,
DRX066949,,,,,,,,,,Hela,,,
DRX066950,,,,,,,,,,Hela,,,
DRX066951,,,,,,,,,,Hela,,,
DRX066952,,,,,,,,,,Hela,,,
DRX069880,,,,19,,,,19,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX069881,,,,19,,,,19,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX069882,,,,19,,,,19,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",female
DRX069883,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069884,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069885,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069886,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069887,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069888,,,,26,,,,26,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069889,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069890,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069891,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069892,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069893,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069894,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069895,,,,newborn,,,,newborn,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
DRX069896,,,,23,,,,23,,,the endothelium of blood vessels,"Lonza Walkersville, Inc (Walkersville, MD)",male
